Academic Performance (GPA),Relevant Skills (0-10),Experience (Months),Weekly Hours Available,Laptop Availability,Constant Internet Access,Internship Success
4.588256238973095,10,37,33,1,1,1
3.3019501624293395,8,24,38,0,1,0
2.9662962759996354,8,27,18,0,1,0
2.60193785388691,9,4,19,0,1,0
3.9772323579706046,1,20,13,0,1,0
4.193910904605707,3,17,26,0,0,0
2.5414695723196403,7,46,23,0,1,0
3.7802326457482023,6,5,33,0,0,0
3.0662394379948448,0,28,27,1,0,0
4.112931976023624,4,18,20,1,1,0
2.9359160725124784,6,32,25,1,0,0
4.227344345256165,3,0,10,1,0,0
3.4668383657513435,0,44,38,0,0,0
4.841824971841836,8,2,16,1,1,0
2.8438023603649834,4,41,37,0,1,0
3.3526658776256464,10,20,19,1,0,0
2.783683803101473,1,34,18,1,1,0
4.811734045696407,7,40,36,0,0,0
4.693348383452452,10,39,40,0,1,0
3.144854069287889,1,2,37,1,0,0
4.149960115085447,2,24,37,1,0,0
4.54305550050304,9,44,34,1,1,1
3.888002028998656,0,37,12,1,1,0
3.824126445890016,10,44,31,0,1,0
3.1046307272511293,1,19,32,1,1,0
2.732756919514748,6,43,23,1,1,0
4.743039394883317,9,44,35,1,0,0
4.7510451429083265,1,33,34,1,0,0
4.08275364318317,5,20,24,1,0,0
3.3475744776217518,2,47,11,0,1,0
3.373023936531652,3,22,33,0,1,0
4.3148891971755985,10,5,23,0,0,0
4.742775649881443,7,12,25,0,0,0
4.717716060662793,2,48,16,0,0,0
4.4496888646440595,9,22,13,1,0,0
4.10507911538572,5,8,27,0,1,0
2.7103499124876222,0,16,33,0,0,0
2.9040717852365345,6,1,36,1,1,0
4.746385471317698,7,18,14,0,0,0
4.016072649148975,10,18,15,0,1,0
2.5229926290415743,7,6,39,0,1,0
2.75367885716508,2,41,36,0,1,0
4.158754422770139,9,41,16,1,1,0
2.512653959615547,0,19,40,1,0,0
2.9020201285437466,8,8,24,0,0,0
3.8718344734164654,5,16,35,1,0,0
4.2297379942317335,10,26,10,0,1,0
4.129903148756501,8,46,33,1,0,0
3.0606732736513997,6,1,13,1,0,0
4.28044805336884,0,35,38,1,0,0
3.0931227187420003,0,18,34,1,1,0
3.3134992453981695,5,16,10,1,1,0
4.36622851279506,4,4,20,1,1,0
4.124082247618037,8,38,27,1,0,0
4.623058526235445,1,17,23,1,0,0
4.144032230750859,7,6,31,1,0,0
3.920771508338679,10,16,20,1,1,0
2.7341869195702313,4,38,19,1,0,0
3.4192895076485836,1,35,36,0,1,0
3.1630059192043136,9,39,39,1,1,0
3.109974108447709,10,44,26,0,1,0
4.932526386881114,10,3,13,1,1,0
3.482744311666901,5,37,33,0,0,0
4.730116387942783,9,24,24,0,0,0
4.077846564993157,7,4,35,0,1,0
4.487028258854121,3,29,25,1,0,0
3.7565927327629804,1,11,30,1,1,0
3.9422597115658977,10,3,22,1,0,0
3.7312942345471596,4,23,18,1,0,0
2.988107469495111,1,28,20,0,1,0
4.3061302881537635,1,8,20,1,1,0
3.2019309061021395,5,3,15,1,1,0
2.5607899160786345,10,23,10,1,1,0
4.113680739767919,9,13,31,1,0,0
2.9427766985176222,8,4,15,1,1,0
4.851146460882285,3,17,22,1,0,0
4.884821442506468,5,41,31,1,1,0
4.787160975551121,6,18,33,1,0,0
3.425396750638611,10,11,40,0,1,0
2.5386415413221686,5,17,31,0,0,0
4.820796406469313,7,16,14,1,0,0
3.5704603707932856,3,29,24,1,0,0
4.916637047609174,0,23,36,1,1,0
4.909049942723132,6,10,27,1,1,0
4.632523638668401,2,34,29,0,1,0
3.2361222301739643,5,22,23,0,1,0
3.4627443215048133,1,16,24,1,0,0
4.627841678792143,8,0,35,0,0,0
3.292305012890694,0,14,14,0,0,0
2.923731866715231,5,31,35,1,1,0
3.8920031561458757,5,8,13,1,0,0
4.840386935401952,4,14,11,1,0,0
4.240074491687432,4,27,16,0,1,0
3.9251529252234123,0,23,19,0,1,0
2.7429412344269215,9,34,25,1,0,0
4.037518066747925,4,21,19,1,1,0
4.975134625260658,1,26,27,0,1,0
2.8502100380913102,6,18,26,0,1,0
3.7958241309093417,2,44,39,1,1,0
4.693432679819889,3,11,30,0,0,0
4.351921544385511,2,19,37,1,0,0
4.24253935248817,2,0,22,1,0,0
4.256210209967773,3,20,10,0,0,0
3.398727878049388,4,48,10,0,0,0
3.2339796106612333,0,44,24,0,1,0
4.523402888696284,3,0,10,1,0,0
4.525283486697952,10,9,15,1,0,0
4.667680796450259,7,46,34,1,1,1
4.7831013813911785,9,31,35,1,1,1
3.7783559971523446,6,38,22,1,1,0
3.753790736717999,8,21,36,1,0,0
4.495737947416938,4,17,37,0,1,0
4.124909826944413,9,47,10,1,1,0
4.254917193144259,3,45,14,1,1,0
4.4894816735902525,7,31,40,1,0,0
4.725013354543916,8,26,18,1,1,0
3.3449878921288394,6,27,39,0,1,0
3.43895738159986,6,17,34,1,0,0
2.7349548496021727,4,38,26,0,1,0
3.945700352490435,3,48,25,0,0,0
2.589855684491855,9,28,17,1,0,0
3.6639950453311503,0,17,26,1,1,0
3.8566115867689414,9,43,24,0,0,0
3.216353130320711,9,7,33,0,1,0
3.977083151422527,6,30,10,1,1,0
2.5762506248476233,0,33,21,0,1,0
2.593370471873036,0,6,14,1,1,0
4.556501401649146,4,35,33,1,0,0
3.4004766035281575,8,17,15,0,1,0
2.817651281629712,5,37,34,1,1,0
3.8056081501370107,2,8,10,1,1,0
4.4249838827465275,2,8,34,1,0,0
3.039552568742108,6,45,10,0,0,0
4.0572261895475,5,7,19,0,1,0
2.71336866248442,8,34,19,0,0,0
2.629204302921519,5,17,12,1,0,0
3.82838657892037,4,4,26,0,1,0
3.8515878040252662,9,13,28,0,1,0
4.093574753745516,6,27,37,0,1,0
4.315228334306654,0,29,20,1,1,0
4.939630198656337,6,3,38,1,1,0
3.790750870752988,2,38,27,0,0,0
3.307391182353115,8,19,11,0,1,0
4.487965486921759,5,24,18,0,1,0
3.1770806281551858,8,27,33,1,1,0
3.5974285517640903,4,11,26,0,1,0
2.696140953355665,6,1,37,1,1,0
2.5633768585386436,3,42,23,1,0,0
4.906621036694813,6,13,13,1,1,0
4.589950301280515,0,21,38,0,0,0
4.2399355152342455,6,30,26,0,1,0
3.5223823610356746,7,22,26,1,1,0
2.9332358001771146,4,47,21,1,1,0
2.891092606677715,1,19,37,1,0,0
3.125607245411488,4,37,29,1,1,0
3.873066661765301,5,3,27,0,1,0
4.286489806750156,1,14,12,0,1,0
4.150493441794328,5,23,20,1,1,0
3.199834742364857,5,24,34,1,1,0
4.887163201657986,0,0,27,1,1,0
4.344742291739421,0,6,13,0,1,0
3.885885131278502,10,30,26,1,0,0
4.0293018655858805,9,11,27,0,1,0
3.549000156069475,2,41,14,1,1,0
3.1193274737528935,9,4,23,0,1,0
3.389931696628154,9,43,19,0,0,0
4.3946152761609225,2,41,24,1,0,0
2.5359837215743894,3,37,10,0,1,0
2.7901816012672906,1,11,25,0,0,0
2.615006605054382,8,38,20,0,1,0
2.6018220057974255,9,17,32,0,1,0
4.638651460027518,10,1,29,1,0,0
4.259144648450059,6,9,15,1,1,0
3.685434572718313,6,14,33,1,0,0
2.7445854016275035,5,29,38,1,0,0
3.729039687792081,2,43,31,1,0,0
3.6836794269514144,5,16,25,0,1,0
2.933004674775038,7,3,39,0,1,0
3.5846291230949325,7,6,11,0,1,0
3.4962618359934337,10,40,10,0,1,0
4.039625245130541,8,30,33,1,1,1
4.087734127169109,0,38,33,1,1,0
2.613260024430111,0,33,18,0,1,0
3.436531536566178,2,5,31,1,0,0
4.064649789285591,2,37,21,0,1,0
3.7578406464502194,9,44,26,0,1,0
4.641224602970805,7,33,39,1,1,1
4.146734079047363,9,43,34,1,0,0
2.9073360677035742,0,14,37,1,0,0
2.6764218685010746,1,13,38,1,0,0
4.106048195515789,1,5,24,1,1,0
2.5662782763540544,2,36,39,1,0,0
3.964438953183658,5,31,28,1,0,0
4.850575603562394,0,2,36,0,1,0
3.9386854446896975,1,2,31,1,1,0
3.4704248155163047,0,21,19,0,1,0
4.108220546105883,4,21,38,0,0,0
3.6456322262287917,6,9,35,1,1,0
3.8640419732898375,7,2,40,0,1,0
4.853662021941313,9,11,36,1,1,1
3.465256594501936,0,28,21,0,1,0
4.902976409559786,6,47,23,0,1,0
4.763376604890159,4,16,40,0,1,0
2.989477836973241,9,6,18,1,0,0
2.6734032521879136,0,12,36,0,1,0
2.7519450034435664,2,1,22,0,0,0
2.5455545641288744,6,3,12,0,0,0
2.736107401889821,9,9,30,1,1,0
4.207516933540893,0,38,38,0,0,0
2.6779716211505726,6,23,23,1,0,0
3.2974390757344034,4,16,30,0,0,0
4.612188277423636,0,5,19,0,1,0
2.5581798393395645,0,18,25,0,0,0
4.536171206472339,0,4,16,1,0,0
3.2046369369335,10,31,13,0,0,0
2.795412069054141,8,9,36,0,0,0
4.241842913410377,10,8,29,0,1,0
4.07235711694971,2,26,32,0,1,0
4.693680033817632,4,12,34,1,0,0
4.337677609509715,10,18,40,0,1,0
4.508702325962121,9,20,20,0,1,0
3.205086431428266,8,23,25,0,0,0
2.943598859449307,5,37,29,0,1,0
4.3765368791021455,8,3,13,1,1,0
4.5170868481681605,7,23,31,0,0,0
4.976262855001684,7,34,31,0,0,0
3.531544192278566,0,2,32,1,1,0
3.430045214481958,8,3,40,0,1,0
4.441032401854992,5,36,26,0,1,0
3.3520088506325445,8,39,22,0,1,0
4.826893314008911,2,47,20,1,0,0
4.64603187960753,2,34,39,0,0,0
3.5724850684375458,5,30,12,1,0,0
4.377177669478743,8,43,18,1,0,0
4.386357185211706,6,24,15,1,0,0
2.7578096720898317,2,39,31,1,1,0
4.756382266698917,2,12,30,1,1,0
3.763130931119643,1,3,20,1,0,0
4.566143665269355,8,45,25,1,0,0
3.3001240025765295,2,13,28,0,0,0
4.738808071240501,10,12,36,0,1,0
3.473004196835408,4,26,14,1,1,0
2.527094128700746,8,5,23,1,1,0
4.76345494104816,7,16,26,1,0,0
2.7282166919653337,1,35,12,1,0,0
3.2982840939760374,2,39,13,1,0,0
4.875154917627013,1,48,25,1,0,0
4.876517867343891,7,34,25,0,0,0
3.933594720308215,5,16,30,0,1,0
4.079593030424498,5,40,35,1,0,0
3.621113804945799,8,1,34,1,1,0
3.2330269292451614,7,12,13,1,1,0
3.32166136342479,3,1,28,0,1,0
4.181296140192596,3,27,35,1,1,0
4.3809363235942005,8,42,26,0,1,0
4.478947609314622,0,25,22,0,0,0
4.474045356986385,1,21,35,0,0,0
2.728015257621726,1,46,31,1,0,0
3.7360507617564536,5,42,32,1,1,0
2.643896900041611,3,2,35,0,1,0
3.873822205809339,10,34,40,0,1,0
3.6038262534334424,9,11,33,0,1,0
4.71926045689575,2,23,37,0,1,0
3.3772875313801967,2,4,10,1,1,0
2.7926675410690147,2,19,21,0,0,0
2.8574792051320896,5,38,13,1,1,0
4.40377657929368,7,38,20,0,1,0
4.045545158290652,10,12,14,1,0,0
2.7528066903069757,6,40,11,0,1,0
2.7102670152874935,3,44,26,1,0,0
4.2524228286478,10,11,17,1,0,0
2.681907515910484,3,12,15,1,0,0
4.554650148225891,10,9,30,0,1,0
4.265605567891241,9,32,38,1,0,0
2.7033719516047494,10,39,18,0,0,0
2.71209428521298,10,15,22,1,1,0
4.9665989462529385,10,44,20,1,0,0
3.4356769893903008,1,34,38,0,1,0
3.4266053676672272,0,2,25,1,1,0
4.531998918143756,8,4,25,1,0,0
4.868121443459646,1,25,36,0,1,0
4.965002659557177,7,10,11,1,1,0
4.383445463147354,8,6,19,1,0,0
3.4406489638272895,3,9,21,1,0,0
2.708751791746672,7,41,17,1,0,0
4.442867289818592,8,33,20,0,0,0
3.8960106243395125,9,2,39,1,1,0
3.5605550231174408,9,7,19,1,0,0
4.76588596273684,4,30,22,1,0,0
2.7779937057653785,6,10,34,1,0,0
3.7315627607271478,9,44,26,1,1,0
2.5283841119185477,3,6,16,1,1,0
3.671651604985316,0,44,33,1,1,0
2.6407581892045933,2,1,12,1,1,0
2.7970447906701796,4,5,39,0,1,0
2.793815616942762,2,40,29,0,0,0
4.1230257552901595,10,31,22,0,1,0
4.365112198163558,6,19,28,0,1,0
3.958421912742899,8,33,16,1,1,0
4.905431371186355,5,15,18,1,0,0
3.43717644880926,9,24,28,0,0,0
3.214280215704652,0,11,22,0,1,0
4.67149782047365,6,6,31,0,0,0
3.0589895962986313,2,38,17,1,1,0
4.908056348601528,4,16,31,1,0,0
2.5303861867245407,9,44,27,0,0,0
4.924697066769097,3,10,38,0,1,0
2.6078997798764405,9,5,32,0,0,0
4.727857784245177,4,22,11,0,1,0
3.8192527727157497,4,26,27,0,1,0
4.982411990298251,5,45,27,1,1,0
2.684491411838497,9,5,20,0,0,0
3.884635711003302,9,37,40,1,0,0
4.9232563390477475,10,1,10,0,1,0
3.807744610425372,5,21,23,0,1,0
4.073496595338156,7,19,25,1,0,0
4.239371722461543,7,24,20,0,1,0
3.636352661919433,10,14,10,1,0,0
4.068895200210159,8,48,39,1,0,0
3.9607857798077504,7,28,16,0,0,0
4.752895026227472,10,7,40,0,1,0
2.6136159508536445,1,36,38,1,1,0
3.2024079739805758,9,48,25,1,0,0
4.876028710191397,10,32,39,0,1,0
4.725659459727291,0,21,23,1,1,0
3.6391418819642825,9,46,24,0,0,0
4.050331494503842,1,4,23,1,0,0
3.1934529574528314,1,38,37,0,1,0
2.970302899309403,2,17,30,1,0,0
3.6592460123499553,9,37,20,1,1,0
3.383380570065132,6,36,25,0,0,0
3.95914027962718,1,29,28,1,0,0
2.694336592412462,0,30,26,1,1,0
4.935987019165417,5,9,36,1,1,0
4.965526861199008,8,14,35,1,1,1
4.2454042850493625,2,41,15,1,1,0
3.840240915860301,5,47,20,1,1,0
3.2738190407158196,2,43,26,1,0,0
4.5344875492673715,0,17,18,0,0,0
4.211827931384699,4,22,27,1,1,0
2.9065423483622284,9,32,26,1,0,0
4.777317961234607,10,15,40,0,1,0
4.556343107307923,3,37,21,1,0,0
4.87449978322981,6,34,32,1,0,0
4.3142987709709,5,33,31,0,1,0
4.033537989839475,9,27,31,1,1,1
3.545607590726547,6,1,39,1,1,0
4.831821208385033,4,29,14,0,0,0
4.665159723751021,3,12,20,0,1,0
2.6130466752654735,6,40,13,1,1,0
2.56591743624313,6,15,36,1,1,0
3.441158417195124,5,4,13,0,1,0
4.526383326954582,7,27,12,1,1,0
4.968190323287361,3,38,35,0,1,0
2.8760422277588207,9,44,33,0,0,0
3.9853267883803376,4,19,32,0,0,0
3.452227141577554,3,23,34,1,0,0
4.924785994536508,0,26,26,0,0,0
4.605297307839272,7,29,16,0,1,0
4.595821761777845,0,44,35,0,1,0
3.6717328994874254,4,26,13,1,0,0
3.537048755844163,5,25,32,1,0,0
3.1835176798267657,5,6,22,1,0,0
2.640938741627318,4,41,21,0,1,0
4.661805940637633,2,46,10,1,1,0
4.532252522825194,4,37,30,1,1,0
4.999294183215326,7,4,28,0,0,0
4.991592092684764,1,22,30,0,0,0
3.8885792640065686,5,27,29,1,0,0
4.422468537951277,8,33,27,1,0,0
4.8619143247060705,7,14,20,0,0,0
4.624118476693528,10,31,29,1,1,0
3.118370254357994,7,25,12,0,1,0
3.6263603382752336,7,47,38,0,1,0
2.8228985378787375,6,30,26,1,1,0
4.885127568146806,7,18,21,1,1,0
4.0154365861272,5,8,19,1,0,0
3.0716070137586566,1,28,17,1,1,0
4.179251711014642,1,38,24,0,0,0
4.04532060114474,7,3,14,1,1,0
3.395406795082101,10,2,13,1,0,0
2.7838939804990726,0,28,35,1,0,0
4.178932988981999,5,10,37,0,0,0
3.8007692522594834,5,32,30,1,0,0
4.4307959793390985,10,37,29,1,0,0
3.8004087527799832,3,10,28,0,0,0
4.630453750796351,10,26,30,0,1,0
3.879767096936214,10,32,13,0,0,0
3.902344928838466,9,20,24,0,0,0
4.691634006645863,2,38,26,0,1,0
3.5087071655309927,10,30,21,1,0,0
2.835038071126602,2,37,12,0,1,0
2.5719566907833475,0,45,19,0,1,0
4.387843139184048,2,1,24,0,0,0
4.050773878383662,3,26,19,0,0,0
4.260199420248059,10,35,33,0,1,0
3.0324104037722766,10,10,32,0,0,0
2.8409286889669243,4,46,27,0,1,0
2.536361664169705,2,17,10,0,0,0
3.376468897016492,5,0,12,1,1,0
3.9747942171365827,10,34,30,1,0,0
3.4806101127493307,4,34,35,1,0,0
3.5936873050593228,2,30,40,0,1,0
4.760396736234371,5,27,36,0,1,0
3.370638667558251,5,38,21,0,1,0
3.784973722899527,7,0,10,1,1,0
4.459132531852857,1,24,12,0,0,0
3.4913569558031754,0,42,12,0,1,0
4.0552167505696834,3,37,14,0,1,0
4.655909271866863,6,19,28,1,0,0
4.8738015591441055,10,2,38,1,0,0
2.8676837023225947,9,1,34,0,1,0
4.816469062903736,2,17,10,1,0,0
3.7302907326988457,2,43,13,0,1,0
3.145610970747396,4,9,38,0,0,0
3.647839390595653,4,4,38,1,1,0
4.950081438213693,9,8,35,1,0,0
3.731545234982174,2,1,35,1,1,0
3.3218790257187703,8,33,13,1,1,0
4.083502135791814,3,37,26,0,0,0
3.100364046945483,2,30,23,0,0,0
2.68965832027166,10,9,27,1,1,0
2.822199304776623,1,11,36,1,1,0
2.820114597394431,9,35,10,0,0,0
2.8797567337807357,10,20,31,0,0,0
2.8470679316235254,8,48,25,0,0,0
4.102186862008036,3,46,12,0,0,0
2.954700210997862,2,5,32,1,0,0
3.364168208309658,6,47,30,1,0,0
4.7419710247650295,7,48,18,1,0,0
3.6849041006571808,10,2,32,0,0,0
4.168894346302568,1,9,13,0,0,0
2.9307996780040746,6,4,30,1,1,0
2.980722547021677,4,45,14,1,0,0
2.6021715406661974,10,25,20,1,0,0
2.922337657680411,4,20,40,0,1,0
3.1964758475798964,2,44,30,1,1,0
2.942526210691867,4,25,35,0,1,0
2.721756334392639,1,37,18,1,1,0
2.801589677751502,3,43,35,1,1,0
3.6519469200818144,5,25,12,1,1,0
3.0158342960144813,0,7,15,0,0,0
3.4106746526201888,9,4,33,0,1,0
3.7585431771371423,3,14,20,0,1,0
4.225987071573414,5,15,18,0,1,0
2.5982803496027476,8,0,38,0,0,0
4.498525997272607,10,15,24,0,1,0
4.0697509737272695,10,36,32,1,0,0
2.7043975798721798,1,2,37,0,1,0
4.683946560266943,10,46,12,1,1,0
4.802181001329533,6,30,10,0,0,0
2.6526948996371593,5,12,29,1,0,0
3.1921941203680095,1,15,38,1,1,0
4.515503199482653,7,42,31,0,0,0
4.370649225959146,6,20,28,1,0,0
2.961302548390943,10,1,23,0,1,0
3.0233733083417755,4,26,26,0,1,0
3.426180256978455,4,37,31,0,1,0
3.7113074629775533,6,25,23,0,0,0
4.04563692882574,8,37,26,1,1,0
3.4222840989244308,10,45,34,0,1,0
3.65633679033287,8,24,36,1,0,0
4.368677345334391,8,10,23,1,0,0
2.5917080072264946,5,7,21,1,1,0
3.131092360860052,9,7,25,0,0,0
4.283373964711381,5,32,10,1,1,0
4.738017094217998,2,6,22,0,0,0
3.7791936052891653,0,37,15,1,1,0
3.830283713163289,6,20,26,0,0,0
2.76793002834944,3,7,21,0,0,0
3.618530917058637,0,20,32,0,0,0
3.831543166137558,7,19,28,0,0,0
3.106176259086824,5,7,15,1,1,0
3.1731080773734526,5,45,16,1,0,0
3.4432104077615566,1,30,10,0,1,0
2.550177994444316,0,28,10,1,0,0
3.3051979139579455,1,47,38,0,0,0
3.0286200174913613,3,8,14,0,1,0
3.3187433804447863,1,14,15,1,0,0
2.799405329548128,0,29,40,0,0,0
4.726318201849738,6,25,25,0,1,0
3.9839811338851217,10,9,40,0,0,0
4.197755797861224,10,28,34,0,1,0
4.472928096518346,7,15,25,0,0,0
3.746105497322643,5,35,23,1,0,0
2.7173007202185593,3,19,10,1,0,0
3.8427663545463693,5,44,22,1,1,0
3.967102795052198,2,36,29,0,0,0
4.3635986854608255,7,21,19,0,0,0
3.5791488655741985,9,6,33,0,0,0
2.8189507569889094,1,22,19,0,0,0
3.2094397644968113,4,40,18,0,0,0
3.4077057409965876,0,39,40,0,0,0
4.114793103329003,5,28,22,1,0,0
3.92694576167228,1,15,12,0,0,0
3.3902418147446154,3,37,36,1,0,0
4.9662881219824495,5,27,27,0,1,0
4.014437048392217,9,47,29,1,0,0
3.0930669793399863,10,37,11,0,1,0
2.754456181551009,7,30,26,1,1,0
2.8821478479608302,7,13,37,1,1,0
3.1148943209612705,10,32,28,0,0,0
2.901703433148889,5,8,32,0,1,0
2.9664175601282645,3,26,22,1,1,0
3.2127379217346177,7,23,22,0,1,0
2.933433988236887,7,12,10,0,0,0
4.741913561566063,9,25,11,0,1,0
2.7005843641541056,0,28,10,1,0,0
3.8112784739256367,3,48,33,0,1,0
3.525992067474154,3,42,14,1,1,0
4.955946542271516,6,27,33,1,0,0
2.780097255420131,10,27,12,0,0,0
3.494638997614354,6,7,38,1,1,0
4.923676083188422,10,22,37,0,1,0
4.663767814734951,7,28,16,0,1,0
